,id,date,zipcode,condition,price,median_price,buy
0,7567600045,2014-08-27,98178,regular,825000.0,279000.0,Yes
1,8069000075,2014-12-29,98178,regular,790000.0,279000.0,Yes
2,8073000550,2015-04-15,98178,regular,1700000.0,279000.0,Yes
3,8073000495,2014-10-10,98178,regular,700000.0,279000.0,Yes
4,623059016,2014-07-17,98178,regular,1100000.0,279000.0,Yes
5,7567600030,2015-01-27,98178,regular,750000.0,279000.0,Yes
6,8073000585,2014-07-15,98178,regular,840500.0,279000.0,Yes
7,8073000491,2014-12-11,98178,regular,700000.0,279000.0,Yes
8,8073000480,2014-07-22,98178,regular,869000.0,279000.0,Yes
9,7352200100,2015-02-24,98125,regular,1360000.0,425000.0,Yes
10,7352200025,2014-10-13,98125,regular,1190000.0,425000.0,Yes
11,2726049034,2014-11-10,98125,regular,2000000.0,425000.0,Yes
12,7351200050,2014-12-18,98125,regular,1335000.0,425000.0,Yes
13,7352200450,2015-01-15,98125,regular,2050000.0,425000.0,Yes
14,1455100355,2014-07-08,98125,regular,1675000.0,425000.0,Yes
15,7351200295,2015-01-14,98125,regular,1150000.0,425000.0,Yes
16,7403200050,2014-11-13,98028,regular,1600000.0,442500.0,Yes
17,7936500190,2014-10-21,98136,regular,1339000.0,489950.0,Yes
18,5154700060,2014-10-15,98136,regular,1662000.0,489950.0,Yes
19,7936500172,2014-05-28,98136,regular,1175000.0,489950.0,Yes
20,7936500109,2014-07-25,98136,good,2230000.0,489950.0,Yes
21,2025069065,2014-09-29,98074,regular,2400000.0,645000.0,Yes
22,3225069065,2014-06-24,98074,regular,3075000.0,645000.0,Yes
23,1925069121,2015-03-30,98074,regular,960000.0,645000.0,Yes
24,3225069241,2015-04-22,98074,regular,2000000.0,645000.0,Yes
25,777100005,2014-11-22,98074,good,1650000.0,645000.0,Yes
26,2025069140,2015-03-17,98074,regular,1898000.0,645000.0,Yes
27,7203600040,2014-07-25,98198,regular,625000.0,265000.0,Yes
28,3222049055,2015-01-16,98198,regular,650000.0,265000.0,Yes
29,5119400075,2014-06-20,98198,regular,950000.0,265000.0,Yes
30,2013802030,2014-09-11,98198,regular,357000.0,265000.0,Yes
31,3222049044,2014-06-12,98198,regular,835000.0,265000.0,Yes
32,2013802060,2014-09-27,98198,regular,500000.0,265000.0,Yes
33,9536600010,2014-12-23,98198,regular,520000.0,265000.0,Yes
34,3222049151,2014-10-30,98198,regular,820000.0,265000.0,Yes
35,3222049087,2015-04-22,98198,regular,570000.0,265000.0,Yes
36,7204200025,2014-10-28,98198,regular,1225000.0,265000.0,Yes
37,7781600025,2014-10-23,98146,regular,1155000.0,309000.0,Yes
38,7781600100,2014-09-05,98146,regular,1338750.0,309000.0,Yes
39,284000095,2014-09-22,98146,regular,1200000.0,309000.0,Yes
40,6329000050,2015-03-10,98146,regular,641500.0,309000.0,Yes
41,6329000190,2014-07-29,98146,regular,750000.0,309000.0,Yes
42,6329000185,2015-03-29,98146,regular,540000.0,309000.0,Yes
43,7110000068,2014-07-03,98146,regular,975000.0,309000.0,Yes
44,284000025,2015-04-20,98146,good,1410000.0,309000.0,Yes
45,3426049284,2014-08-19,98115,regular,2300000.0,564750.0,Yes
46,7558700030,2015-04-13,98040,regular,5300000.0,993750.0,Yes
47,3623500260,2014-05-12,98040,regular,1200000.0,993750.0,Yes
48,8106100105,2014-11-14,98040,regular,3850000.0,993750.0,Yes
49,1324049015,2014-11-11,98040,good,2485000.0,993750.0,Yes
50,5442300807,2014-06-24,98040,regular,2700000.0,993750.0,Yes
51,4131900066,2014-08-25,98040,regular,3100000.0,993750.0,Yes
52,3024059014,2015-03-25,98040,good,1900000.0,993750.0,Yes
53,9362000040,2014-06-23,98040,regular,3400000.0,993750.0,Yes
54,1924059029,2014-06-17,98040,regular,4668000.0,993750.0,Yes
55,3124059023,2015-02-13,98040,regular,1955000.0,993750.0,Yes
56,3623500408,2015-03-30,98040,regular,2600000.0,993750.0,Yes
57,2579500110,2014-07-01,98040,regular,2367000.0,993750.0,Yes
58,1925069082,2015-05-11,98052,good,2200000.0,615000.0,Yes
59,8917100020,2014-06-06,98052,regular,1150000.0,615000.0,Yes
60,1925069066,2014-06-23,98052,regular,1700000.0,615000.0,Yes
61,2024069008,2014-06-19,98027,regular,2200000.0,571000.0,Yes
62,2923500230,2014-12-16,98027,regular,2600000.0,571000.0,Yes
63,3342104046,2014-07-08,98056,regular,1570000.0,380000.0,Yes
64,518500480,2014-08-11,98056,regular,3000000.0,380000.0,Yes
65,518500460,2014-10-08,98056,regular,2230000.0,380000.0,Yes
66,8096000060,2015-04-13,98166,regular,655000.0,390000.0,Yes
67,622049114,2015-02-18,98166,regular,2125000.0,390000.0,Yes
68,7636800041,2014-06-25,98166,regular,995000.0,390000.0,Yes
69,1827200265,2014-09-11,98166,regular,1899000.0,390000.0,Yes
70,7631200310,2014-11-06,98166,regular,985000.0,390000.0,Yes
71,6117502220,2014-11-17,98166,regular,1575000.0,390000.0,Yes
72,2623039082,2015-02-18,98166,regular,770000.0,390000.0,Yes
73,2623039018,2014-10-27,98166,regular,685000.0,390000.0,Yes
74,6102400166,2014-09-05,98166,regular,649000.0,390000.0,Yes
75,7631200085,2014-05-12,98166,good,947500.0,390000.0,Yes
76,6117502230,2014-12-01,98166,regular,1637500.0,390000.0,Yes
77,6117500460,2014-06-30,98166,regular,1309500.0,390000.0,Yes
78,7631800015,2015-04-07,98166,regular,2510000.0,390000.0,Yes
79,2623039019,2014-05-08,98166,regular,988500.0,390000.0,Yes
80,4166600115,2014-11-21,98023,regular,1150000.0,268750.0,Yes
81,1121039059,2014-05-22,98023,regular,503000.0,268750.0,Yes
82,121039042,2015-03-13,98023,regular,425000.0,268750.0,Yes
83,121039083,2015-02-06,98023,regular,629000.0,268750.0,Yes
84,822039084,2015-03-11,98070,good,1350000.0,465000.0,Yes
85,2122039094,2014-11-26,98070,regular,705000.0,465000.0,Yes
86,8888000055,2014-12-30,98070,good,530000.0,465000.0,Yes
87,1922039062,2015-04-20,98070,regular,480000.0,465000.0,Yes
88,2322029048,2014-11-19,98070,regular,999000.0,465000.0,Yes
89,1269200229,2014-07-23,98070,regular,1379900.0,465000.0,Yes
90,121029034,2014-06-24,98070,good,549000.0,465000.0,Yes
91,5215200010,2014-06-26,98070,regular,663000.0,465000.0,Yes
92,1822039138,2015-02-27,98070,regular,600000.0,465000.0,Yes
93,7558800620,2014-08-22,98070,regular,600000.0,465000.0,Yes
94,2423029009,2014-06-17,98070,regular,465000.0,465000.0,Yes
95,3022039071,2014-05-30,98070,regular,800000.0,465000.0,Yes
96,5215200050,2014-07-29,98070,regular,750000.0,465000.0,Yes
97,7003200120,2014-06-27,98070,regular,528000.0,465000.0,Yes
98,594000115,2014-05-12,98070,regular,615000.0,465000.0,Yes
99,4217402115,2015-04-21,98105,good,3650000.0,675000.0,Yes
100,6613000930,2014-09-02,98105,good,2950000.0,675000.0,Yes
101,1224059053,2014-10-27,98008,good,1700000.0,545000.0,Yes
102,7524900003,2014-12-10,98008,regular,3278000.0,545000.0,Yes
103,9253900417,2015-01-28,98008,regular,1600000.0,545000.0,Yes
104,3625059043,2014-09-04,98008,regular,3300000.0,545000.0,Yes
105,3625059152,2014-12-30,98008,regular,3300000.0,545000.0,Yes
106,8043700300,2014-06-08,98008,regular,2700000.0,545000.0,Yes
107,9253900408,2015-04-08,98008,regular,1400000.0,545000.0,Yes
108,8043700105,2015-04-17,98008,regular,2300000.0,545000.0,Yes
109,9253900271,2015-01-07,98008,regular,3567000.0,545000.0,Yes
110,4114601570,2014-11-18,98144,regular,3600000.0,450000.0,Yes
111,4114601580,2014-07-24,98144,regular,1900000.0,450000.0,Yes
112,9808700762,2014-06-11,98004,regular,7062500.0,1150000.0,Yes
113,3760500116,2014-11-20,98034,regular,3070000.0,445000.0,Yes
114,4055701200,2015-04-21,98034,regular,1955000.0,445000.0,Yes
115,3761700053,2015-01-05,98034,regular,2150000.0,445000.0,Yes
116,333100295,2014-11-24,98034,regular,3120000.0,445000.0,Yes
117,3761100045,2014-06-18,98034,good,3000000.0,445000.0,Yes
118,3761100180,2014-09-17,98034,good,1595000.0,445000.0,Yes
119,1724069062,2014-07-14,98075,regular,1365000.0,739999.5,Yes
120,724069059,2014-05-09,98075,regular,2400000.0,739999.5,Yes
121,1724069059,2014-05-24,98075,regular,2000000.0,739999.5,Yes
122,9201300050,2014-08-14,98075,regular,1850000.0,739999.5,Yes
123,9201300020,2014-08-11,98075,regular,1517000.0,739999.5,Yes
124,1724069079,2015-03-19,98075,regular,1452000.0,739999.5,Yes
125,724069023,2015-04-14,98075,regular,1247000.0,739999.5,Yes
126,1724069060,2015-05-07,98075,regular,1075000.0,739999.5,Yes
127,624069035,2014-12-09,98075,regular,2750000.0,739999.5,Yes
128,624069108,2014-08-12,98075,regular,3200000.0,739999.5,Yes
129,5154200015,2015-04-14,98116,regular,1705000.0,565500.0,Yes
130,2624049091,2015-03-13,98118,regular,2903000.0,366000.0,Yes
131,7129303045,2015-04-17,98118,regular,949950.0,366000.0,Yes
132,9412400220,2014-07-10,98118,regular,1612500.0,366000.0,Yes
133,7129303070,2014-08-20,98118,regular,735000.0,366000.0,Yes
134,1025039086,2014-09-16,98199,regular,1875000.0,687400.0,Yes
135,7278100515,2014-08-21,98177,good,1295000.0,557000.0,Yes
136,3343301920,2015-03-02,98006,regular,1650000.0,760000.0,Yes
137,3343301910,2014-10-20,98006,good,1000000.0,760000.0,Yes
138,4134300175,2015-04-17,98006,regular,1851000.0,760000.0,Yes
139,3343302110,2015-03-06,98006,regular,1800000.0,760000.0,Yes
140,1247600105,2014-10-20,98033,regular,5110800.0,678000.0,Yes
141,625059036,2014-08-13,98033,regular,2700000.0,678000.0,Yes
142,3126059023,2015-03-03,98033,regular,3395000.0,678000.0,Yes
143,825059178,2014-09-23,98033,regular,2574000.0,678000.0,Yes
144,7663700030,2015-05-03,98155,regular,1175000.0,374000.0,Yes
145,7738500731,2014-08-15,98155,regular,4500000.0,374000.0,Yes
146,6744701310,2015-04-15,98155,regular,1850000.0,374000.0,Yes
147,1568100920,2015-04-08,98155,regular,1950000.0,374000.0,Yes
148,4030100005,2014-12-09,98155,regular,1800000.0,374000.0,Yes
149,4030100290,2014-10-01,98155,regular,1680000.0,374000.0,Yes
150,2425049063,2014-09-11,98039,regular,3640900.0,1905000.0,Yes
